,Valor,Calificacion,Area
7545,1126684,4.0,3642
7547,1106672,5.0,1603
7548,1147861,4.0,4244
7549,1082347,5.0,4747
7550,1103302,2.0,4099
7551,914189,7.0,261
7552,778956,10.0,635
7553,413705,6.0,1280
7554,535385,8.0,4205
7556,539378,2.0,2417
7557,994558,10.0,4730
7558,628894,8.0,1810
7559,1092528,3.0,745
7560,1012910,2.0,4395
7561,511501,2.0,3045
7562,803613,5.0,3965
7563,1026481,7.0,4522
7564,395379,6.0,3816
7565,578001,1.0,1360
7566,385145,4.0,4373
7567,652514,1.0,656
7568,448395,1.0,2158
7569,983230,6.0,4245
7570,791752,1.0,4967
7571,1130727,4.0,4856
7572,617832,2.0,1093
7573,706907,7.0,1615
7574,946703,1.0,3223
7575,513383,8.0,772
7576,908891,10.0,3137
7578,689976,6.0,2306
7579,996905,7.0,1046
7581,729018,5.0,1288
7582,680772,6.0,3356
7584,407198,3.0,2301
7585,680550,6.0,828
7586,646304,9.0,1958
7587,587912,2.0,3518
7588,800694,9.0,2688
7589,782874,8.0,4601
7590,1051209,9.0,1959
7591,455953,3.0,2767
7592,1092451,6.0,2455
7593,821785,6.0,3824
7594,924359,2.0,2224
7595,569577,6.0,1892
7596,366341,6.0,1151
7597,978068,3.0,2565
7598,779320,2.0,3997
7599,460882,10.0,2081
7600,1138915,1.0,1619
7601,874967,7.0,4347
7603,744551,6.0,2071
7604,782490,7.0,3754
7605,1062436,1.0,926
7606,898826,2.0,3832
7608,1012199,3.0,3553
7609,1064614,9.0,3581
7610,753685,1.0,4367
7611,562923,4.0,331
7612,897695,4.0,2754
7613,1086874,5.0,3392
7616,605314,6.0,1996
7617,962073,8.0,3188
7618,1109722,8.0,487
7619,980697,10.0,4060
7620,817244,3.0,753
7621,664135,6.0,4371
7622,496754,1.0,3498
7623,772780,2.0,1069
7624,772220,3.0,1711
7625,1138361,4.0,4036
7626,402981,2.0,972
7627,439439,9.0,3945
7628,682101,2.0,3767
7629,953574,5.0,4285
7630,874854,1.0,2775
7631,547284,2.0,3891
7632,892240,3.0,2231
7633,806515,1.0,2732
7634,561967,4.0,2691
7635,483816,6.0,499
7636,813607,9.0,930
7638,497176,2.0,2104
7639,837481,7.0,4743
7640,754439,6.0,3065
7641,989998,1.0,2113
7642,900940,3.0,244
7643,710041,5.0,832
7644,376838,7.0,3377
7645,386356,6.0,2386
7646,936508,10.0,4935
7647,599137,1.0,3254
7648,654521,6.0,1684
7649,384793,2.0,510
7650,1134002,4.0,1296
7651,579403,8.0,3077
7652,1035897,9.0,3927
7653,938424,5.0,3528
7654,433115,1.0,956
7655,1091396,6.0,2464
7656,778052,4.0,2988
7657,794869,9.0,3778
7658,887113,3.0,468
7659,636372,2.0,775
7660,748613,6.0,1412
7661,658790,2.0,317
7662,985899,8.0,3739
7663,704029,9.0,1622
7664,398867,2.0,4012
7665,1091980,6.0,3775
7666,654916,2.0,2058
7667,522988,9.0,4819
7669,365337,4.0,2656
7670,780390,3.0,2559
7671,467860,8.0,1807
7672,413794,1.0,4296
7673,488707,4.0,1580
7674,673107,5.0,3430
7675,961986,1.0,4653
7676,1136669,8.0,3953
7677,369054,4.0,884
7678,499652,6.0,4387
7679,916729,2.0,4908
7680,616128,1.0,4977
7681,800343,9.0,1477
7682,836158,7.0,2802
7684,882283,1.0,4287
7685,759918,1.0,4706
7686,795049,1.0,4821
7687,742545,2.0,4499
7688,845900,2.0,2045
7689,506543,5.0,1263
7690,781134,9.0,3891
7691,851916,7.0,1230
7693,476150,7.0,3375
7694,1063550,6.0,2433
7695,706082,5.0,2344
7696,417312,1.0,1260
7697,904733,6.0,2267
7698,622806,10.0,257
7699,565152,1.0,1575
7700,579519,4.0,1119
7701,691135,9.0,403
7702,486989,8.0,326
7703,1043857,10.0,1089
7704,955492,7.0,221
7705,719506,4.0,4242
7706,1135486,3.0,962
7707,572886,10.0,4488
7708,738380,5.0,4760
7709,383506,3.0,3651
7710,397394,3.0,1718
7711,427975,2.0,4234
7712,997103,1.0,1386
7713,826193,8.0,2095
7714,530358,1.0,3452
7715,683548,7.0,3451
7716,790359,6.0,1033
7717,949175,2.0,4255
7718,1091910,9.0,2261
7719,1106116,3.0,317
7720,930824,8.0,1327
7721,591391,2.0,4755
7722,1055144,1.0,2738
7723,613106,8.0,4662
7724,486443,3.0,809
7725,699673,3.0,1122
7726,767183,5.0,1873
7727,834282,9.0,3685
7728,733748,3.0,3529
7729,822936,5.0,1564
7730,350780,1.0,3397
7731,1136540,2.0,3892
7733,578614,3.0,4992
7734,572337,6.0,530
7735,562944,7.0,1263
7736,1018810,1.0,2577
7737,821258,9.0,1351
7739,765657,8.0,889
7740,484895,5.0,1310
7741,785612,4.0,4152
7742,384213,2.0,2364
7743,970575,3.0,4035
7744,1123565,2.0,3074
7746,558040,7.0,1254
7747,873732,3.0,2453
7748,535187,9.0,1514
7749,728463,9.0,950
7750,761737,1.0,4584
7752,861214,7.0,944
7754,1049123,6.0,4324
7755,684992,6.0,1045
7756,958423,3.0,1330
7757,413313,3.0,3402
7758,685100,6.0,554
7759,1135749,1.0,4152
7760,502179,10.0,4550
7761,868718,1.0,4991
7762,658774,6.0,4378
7763,777646,2.0,628
7764,615562,5.0,173
7765,829132,7.0,3082
7766,654971,7.0,683
7767,851026,6.0,1431
7768,575464,4.0,4459
7769,868475,1.0,4958
7770,701488,5.0,3661
7771,374998,9.0,3629
7772,481687,3.0,2504
7773,1077180,4.0,164
7774,836084,1.0,1650
7775,1079042,4.0,2084
7777,1104828,6.0,3957
7778,357245,9.0,837
7779,737811,9.0,3874
7780,931349,1.0,4203
7781,462271,7.0,924
7782,709539,6.0,4507
7783,814019,7.0,2098
7784,467967,6.0,1310
7785,706232,6.0,4081
7786,910545,8.0,3121
7787,554194,1.0,4955
7788,549491,2.0,1657
7789,1129763,7.0,3026
7790,857840,9.0,1271
7791,872823,6.0,4927
7793,741993,1.0,2016
7794,791189,1.0,4266
7795,900918,10.0,1281
7796,618814,3.0,2454
7797,919276,2.0,4129
7798,385476,2.0,3689
7799,1109148,6.0,2908
7800,886487,7.0,4986
7801,457058,1.0,3065
7802,624510,7.0,3638
7803,987984,2.0,2532
7804,732379,4.0,4114
7805,540071,5.0,2301
7806,686377,5.0,3084
7807,722267,5.0,3140
7808,758659,3.0,2962
7809,1114535,1.0,744
7810,1058697,8.0,1454
7811,676487,3.0,4325
7812,506389,6.0,1987
7813,1058181,6.0,1208
7814,569986,3.0,3469
7815,1104209,9.0,4783
7816,1124943,5.0,1317
7818,1131438,8.0,2702
7819,805173,6.0,3388
7820,1030606,1.0,2499
7821,683183,7.0,4895
7822,924866,7.0,364
7823,521920,7.0,2331
7824,763826,4.0,4198
7825,735094,6.0,4131
7826,415578,1.0,2199
7827,1033395,1.0,2863
7828,638001,9.0,1075
7829,968360,4.0,2210
7831,629580,2.0,4252
7832,854907,4.0,1555
7833,413241,9.0,4166
7834,903676,2.0,4501
7835,525539,9.0,3894
7836,724313,7.0,1422
7837,967978,4.0,3580
7839,716793,4.0,1727
7840,1048158,1.0,2673
7841,769879,3.0,4774
7842,756083,4.0,4683
7843,928420,9.0,4072
7845,823455,7.0,1202
7846,940256,1.0,2597
7847,410677,6.0,309
7849,655937,5.0,3666
7850,990881,9.0,2345
7851,550100,9.0,3035
7852,782426,5.0,3534
7853,584990,3.0,4121
7856,810428,3.0,871
7857,742887,6.0,4304
7858,425396,2.0,1678
7859,877142,3.0,4251
7860,686699,8.0,4595
7862,686786,3.0,2550
7863,1130308,5.0,1100
7864,528115,2.0,2887
7865,890972,7.0,4279
7866,397750,8.0,3958
7867,1144262,3.0,701
7868,673168,6.0,1026
7869,1134432,8.0,3720
7870,858883,5.0,1065
7871,482099,2.0,601
7872,951970,8.0,2377
7873,694794,3.0,189
7875,431992,4.0,4192
7877,732283,7.0,2610
7878,406393,3.0,1697
7879,1104425,5.0,2273
7880,383467,7.0,2941
7881,987079,1.0,565
7882,788082,2.0,4753
7883,372514,7.0,4448
7884,729203,3.0,1991
7886,747737,10.0,2778
7887,589858,6.0,386
7888,1120663,5.0,963
7889,877314,1.0,2332
7890,638461,3.0,4813
7891,833449,3.0,2473
7892,760822,8.0,1633
7893,957748,4.0,1892
7894,733390,4.0,1862
7895,381141,8.0,1667
7896,922530,4.0,2759
7897,596496,6.0,1338
7898,1063197,1.0,333
7899,529200,6.0,3732
7900,869902,3.0,3358
7901,858012,9.0,2730
7902,961341,6.0,3063
7903,775027,5.0,4674
7904,688917,4.0,1961
7905,1059170,4.0,987
7906,974761,5.0,3712
7908,891805,9.0,1785
7909,560298,10.0,1907
7910,475439,1.0,3972
7911,486225,8.0,3148
7912,1080305,2.0,2349
7913,711617,8.0,4993
7914,942949,5.0,1824
7915,447900,10.0,3004
7916,1071575,1.0,3077
7917,643227,2.0,1901
7919,484710,3.0,4431
7921,436749,6.0,2231
7922,1058212,8.0,1680
7925,1019767,5.0,3867
7926,826237,8.0,3547
7927,782317,5.0,2785
7928,983268,6.0,606
7929,869797,8.0,1589
7930,829418,6.0,2566
7931,601843,4.0,1314
7932,408924,3.0,2452
7933,462814,3.0,3394
7934,941133,7.0,325
7935,429254,7.0,1179
7936,1002681,2.0,3442
7937,918163,4.0,3027
7938,558047,9.0,278
7939,697276,6.0,2032
7940,1108775,2.0,258
7941,456617,4.0,1488
7942,1054542,7.0,2323
7944,410087,8.0,1497
7946,1028779,2.0,2764
7947,955529,10.0,490
7948,872706,5.0,4840
7952,836409,6.0,3528
7953,658478,1.0,4368
7954,497766,2.0,2826
7955,893273,7.0,1707
7956,989953,2.0,1363
7957,606075,2.0,2599
7958,672065,3.0,3433
7959,759543,6.0,682
7960,559459,6.0,2534
7961,647293,8.0,970
7962,921805,5.0,4177
7963,436159,9.0,1718
7964,569914,5.0,193
7965,984193,1.0,2176
7967,489160,8.0,2577
7968,974899,2.0,491
7970,533669,6.0,4873
7971,470164,5.0,2308
7972,1073457,7.0,2796
7973,365512,1.0,2708
7974,448414,8.0,706
7975,901823,6.0,4443
7976,797229,6.0,680
7977,379557,6.0,488
7978,1018690,2.0,2895
7980,779672,7.0,4857
7981,373814,10.0,1495
7982,586419,2.0,2399
7983,396145,3.0,1117
7984,893817,3.0,370
7985,1075855,8.0,4048
7986,873134,5.0,2169
7989,1057026,1.0,928
7991,988340,8.0,203
7992,911767,10.0,4233
7993,465517,2.0,3402
7994,741289,6.0,564
7995,428680,8.0,2353
7996,434903,10.0,2759
7998,1089130,6.0,421
8000,905684,6.0,540
8001,353428,1.0,1157
8002,876249,8.0,2542
8003,561071,3.0,2822
8004,1014830,6.0,3856
8005,790329,9.0,1760
8006,416442,9.0,888
8007,435927,1.0,1409
8009,855424,6.0,1197
8010,701697,10.0,4560
8012,1104989,3.0,938
8013,460773,10.0,3995
8014,971546,1.0,2208
8016,664115,6.0,2831
8017,808424,3.0,2276
8018,825060,7.0,415
8019,1029762,5.0,1882
8020,798828,6.0,1818
8021,385161,5.0,468
8022,809529,5.0,4063
8023,467503,8.0,287
8024,755511,5.0,1715
8025,871865,4.0,579
8026,763882,1.0,1008
8027,428181,1.0,428
8029,587923,2.0,2902
8030,545619,3.0,1749
8031,497672,7.0,913
8032,889706,7.0,2646
8033,637371,1.0,4050
8034,376785,4.0,4949
8035,776206,4.0,3743
8036,444291,6.0,1175
8037,670515,10.0,4021
8038,958037,4.0,1750
8039,746535,8.0,4348
8040,1010237,3.0,2240
8043,811860,7.0,2788
8044,423888,9.0,2060
8045,891749,9.0,3489
8046,1092043,6.0,3614
8047,848586,7.0,1031
8048,982729,2.0,4062
8049,1020668,9.0,4865
8050,402778,9.0,3109
8052,375665,7.0,4114
8053,574873,6.0,3564
8054,1065378,2.0,1925
8055,1098535,9.0,4964
8056,1063675,9.0,502
8058,391919,1.0,2004
8060,1055768,4.0,4593
8061,691012,9.0,2839
8062,1114702,3.0,1618
8063,615556,6.0,3934
8064,688924,3.0,2488
8066,606680,3.0,1174
8067,1098040,2.0,3765
8068,643407,5.0,207
8069,402807,9.0,2126
8071,1111111,6.0,1110
8072,593929,4.0,3142
8073,820860,9.0,4328
8074,787398,10.0,2225
8075,535474,7.0,1543
8076,823193,2.0,2497
8078,414755,2.0,4722
8079,999395,2.0,188
8080,478363,7.0,2164
8081,1098243,4.0,4817
8083,665244,1.0,2527
8084,603257,2.0,438
8085,1126032,9.0,4128
8086,669830,5.0,179
8087,1043063,6.0,4558
8088,583985,2.0,1362
8089,485091,6.0,1804
8090,906546,6.0,2608
8091,516499,7.0,3993
8093,539832,10.0,1856
8095,609917,3.0,549
8096,755359,8.0,1541
8097,990707,9.0,2486
8098,730792,9.0,4477
8099,372242,2.0,2845
8101,632732,6.0,2730
8102,929662,8.0,3247
8103,662454,6.0,4082
8105,1090184,6.0,1273
8107,744229,8.0,1385
8108,1049383,7.0,931
8109,443316,7.0,1363
8110,812931,10.0,823
8111,647991,2.0,4039
8112,421985,3.0,3559
8113,1008705,2.0,3001
8114,359214,3.0,1917
8115,656274,5.0,2792
8116,370125,7.0,3113
8117,1080044,4.0,251
8118,454194,6.0,3158
8119,943312,9.0,2888
8121,363740,5.0,3039
8122,386006,8.0,4388
8124,549162,10.0,2020
8126,863866,6.0,1287
8127,701196,6.0,2200
8128,765121,1.0,2007
8129,393379,6.0,2196
8130,623727,1.0,1852
8131,1022471,6.0,2623
8133,696125,10.0,478
8134,1050255,6.0,4979
8135,675655,3.0,1252
8136,445046,2.0,3646
8137,1142282,7.0,1982
8138,875596,3.0,4740
8139,567036,8.0,3499
8140,427747,6.0,2921
8141,785007,3.0,1000
8142,1034322,8.0,3026
8143,669004,8.0,1298
8144,649432,3.0,1563
8145,402232,1.0,460
8146,547052,1.0,1376
8147,566279,5.0,1151
8148,744377,5.0,4321
8149,775141,3.0,3138
8150,895943,1.0,4738
8151,671724,4.0,3388
8152,778095,2.0,4094
8153,728534,6.0,1350
8154,415305,2.0,679
8155,446618,6.0,1255
8156,755049,4.0,1867
8157,652294,9.0,1882
8158,1034293,7.0,2341
8159,913207,6.0,382
8160,1139627,5.0,2723
8161,686162,2.0,3860
8163,829071,10.0,4049
8164,1026503,8.0,885
8166,515337,7.0,3228
8167,613245,2.0,902
8168,736024,2.0,1952
8169,739838,7.0,2880
8170,577238,7.0,1801
8171,738906,5.0,4013
8172,938645,1.0,3711
8175,737109,1.0,3991
8176,876436,10.0,1613
8177,927875,3.0,246
8178,403667,2.0,792
8179,1105968,10.0,1974
8180,372166,9.0,1196
8183,1123095,2.0,4089
8184,845992,9.0,1153
8185,1048455,6.0,1652
8186,734603,6.0,1025
8187,962064,10.0,4932
8188,729470,7.0,683
8189,485688,6.0,1990
8190,462852,4.0,4519
8191,452665,3.0,4322
8192,964965,6.0,1094
8193,726342,4.0,2670
8194,1023671,5.0,4448
8195,748351,2.0,3174
8196,423992,7.0,1028
8197,857700,1.0,1299
8198,513876,9.0,1635
8199,909017,7.0,2989
8200,762272,2.0,2120
8201,767629,4.0,3502
8202,1105328,6.0,2294
8203,741467,6.0,4914
8205,375046,9.0,1911
8206,578984,5.0,3020
8207,628907,4.0,4612
8210,1049917,3.0,924
8211,648792,1.0,2587
8212,799171,10.0,2075
8213,888002,6.0,2885
8214,887133,6.0,2453
8215,711149,9.0,1578
8216,932989,2.0,4258
8217,709714,7.0,3746
8218,569293,6.0,3121
8219,587167,6.0,3433
8220,835069,8.0,1243
8221,751756,6.0,577
8222,393051,5.0,2750
8223,1131101,1.0,3243
8224,484304,4.0,4161
8226,495966,7.0,4053
8227,413946,6.0,3076
8228,355178,2.0,2149
8229,1097406,5.0,2196
8230,1091201,8.0,4226
8231,398550,3.0,2505
8232,457741,2.0,2064
8233,471055,8.0,3004
8234,1037140,4.0,1169
8235,500546,3.0,181
8236,515336,3.0,623
8237,545523,7.0,4817
8238,806389,8.0,3649
8239,619587,9.0,1905
8240,702949,6.0,2758
8241,901344,1.0,2166
8242,1084610,8.0,3556
8243,1106093,8.0,4433
8244,425155,5.0,243
8245,832780,7.0,3522
8246,919353,9.0,4114
8247,1069004,8.0,3161
8248,705979,7.0,4054
8249,600676,2.0,3543
8250,691343,5.0,1967
8251,440489,6.0,4617
8252,972531,5.0,4878
8253,1086377,4.0,4974
8254,837470,6.0,2080
8255,748748,8.0,781
8256,484554,6.0,985
8258,368972,6.0,3220
8261,723362,5.0,2286
8262,934356,7.0,447
8263,895567,1.0,4370
8265,978552,4.0,4364
8267,934678,1.0,1093
8268,578350,6.0,3184
8269,365827,5.0,710
8270,998891,1.0,3394
8271,436009,1.0,1241
8272,356116,9.0,1132
8273,571277,3.0,1052
8274,800250,9.0,2575
8276,1066220,4.0,2587
8277,983461,1.0,3631
8278,492631,4.0,4182
8279,717394,2.0,4749
8280,947485,1.0,3594
8281,736540,8.0,4127
8282,536424,4.0,4888
8283,481267,4.0,2667
8284,892550,3.0,2289
8285,822483,10.0,1533
8286,594315,6.0,3575
8287,916514,6.0,1544
8288,644451,1.0,1852
8289,510656,6.0,2558
8290,913711,6.0,1498
8291,911892,1.0,3481
8292,889195,5.0,436
8293,555422,6.0,2103
8294,597778,2.0,4714
8296,365511,5.0,4019
8297,1050148,4.0,4252
8298,686175,5.0,2633
8299,930824,4.0,1227
8300,411224,7.0,4917
8301,710333,4.0,3333
8302,426510,10.0,3802
8303,816584,6.0,3058
8304,625333,2.0,2894
8305,442236,3.0,1493
8306,793269,6.0,2029
8307,959782,9.0,807
8308,884464,1.0,1368
8309,1046265,9.0,2360
8310,986456,7.0,3109
8311,1005531,5.0,3364
8313,816901,4.0,4557
8314,422765,3.0,3938
8315,1067083,4.0,2689
8316,664760,5.0,4834
8318,844198,4.0,4063
8319,486427,4.0,2226
8320,386662,10.0,4741
8321,397122,10.0,1252
8322,1044606,5.0,244
8323,855595,9.0,1290
8324,1078466,1.0,4002
8325,486679,8.0,2769
8326,631763,1.0,2054
8329,993926,2.0,3070
8330,1090711,7.0,4122
8331,710455,1.0,3408
8332,665831,1.0,963
8333,849658,6.0,3069
8334,814667,6.0,1591
8335,617702,7.0,2512
8336,917156,3.0,2438
8337,970673,8.0,4605
8338,685649,10.0,2630
8339,482771,8.0,1303
8340,398202,1.0,2379
8341,598327,9.0,4704
8342,781760,3.0,1802
8344,478399,8.0,3828
8345,581870,1.0,2882
8346,465126,7.0,3814
8348,458787,9.0,2930
8349,878187,1.0,3786
8350,387902,9.0,1330
8351,577915,7.0,2766
8352,514750,1.0,4001
8353,904300,9.0,2794
8354,749267,3.0,2346
8355,794492,5.0,4590
8356,499726,10.0,2343
8357,546743,6.0,836
8358,789880,10.0,4374
8359,642144,2.0,3228
8360,904634,3.0,1609
8361,378355,2.0,523
8362,590413,1.0,2724
8363,810292,6.0,3652
8364,881875,10.0,670
8366,733365,1.0,2434
8367,807841,10.0,3287
8369,812905,6.0,2190
8370,1080984,7.0,2759
8371,1001560,1.0,3448
8372,714268,4.0,2342
8373,1119605,2.0,1825
8374,614631,6.0,3315
8375,755358,5.0,4502
8376,453772,6.0,3241
8377,668273,8.0,3566
8378,774553,5.0,2373
8379,487195,10.0,4427
8380,372265,4.0,3589
8381,974348,6.0,1192
8383,382094,4.0,1988
8385,436280,8.0,1625
8386,997230,9.0,2731
8387,1105102,3.0,2815
8388,560729,10.0,4804
8390,395541,7.0,4861
8391,857945,9.0,3858
8393,1041928,5.0,3807
8394,521656,7.0,3538
8395,954363,8.0,2855
8396,523323,10.0,2268
8397,888425,6.0,2010
8398,1037163,3.0,3852
8399,877807,7.0,1933
8400,393715,3.0,2362
8401,1127515,6.0,4220
8403,594892,6.0,185
8404,672363,2.0,1385
8405,820642,3.0,3459
8406,1130410,9.0,1697
8407,749111,9.0,2401
8408,950767,6.0,3725
8409,871014,9.0,4109
8410,722922,9.0,692
8411,937015,4.0,3319
8412,835737,5.0,4728
8413,958206,6.0,1917
8414,513712,8.0,4160
8415,721416,2.0,846
8416,608469,9.0,455
8417,790018,8.0,1628
8418,755845,6.0,2092
8419,441935,8.0,3262
8420,458872,6.0,1289
8422,1007065,1.0,1958
8423,807936,4.0,1670
8424,833890,7.0,1322
8425,958055,1.0,2782
8426,613402,7.0,2183
8428,915531,9.0,3502
8429,405364,6.0,1545
8430,497467,10.0,4432
8433,1107007,8.0,4530
8434,663551,8.0,1875
8435,707599,4.0,2284
8436,756049,8.0,1792
8437,493814,5.0,2209
8438,470535,1.0,4232
8439,1145692,7.0,150
8440,1048285,1.0,2057
8441,484633,6.0,2954
8442,841700,6.0,480
8443,410968,8.0,4085
8444,1081992,6.0,4989
8445,482660,9.0,4723
8446,555534,6.0,4491
8447,566607,5.0,1033
8448,1071924,10.0,3475
8449,445844,4.0,2830
8451,1049817,7.0,3437
8453,445060,8.0,859
8454,415392,5.0,4117
8455,918288,7.0,3472
8456,712222,8.0,2436
8457,1111469,6.0,1206
8458,887677,6.0,3122
8459,858464,3.0,567
8460,837430,5.0,2492
8461,411262,7.0,2397
8462,953907,1.0,291
8463,800254,5.0,4678
8464,566252,10.0,1811
8465,997975,7.0,2185
8466,639803,3.0,1789
8467,403660,2.0,4911
8468,807434,1.0,2507
8469,906253,10.0,2952
8470,463295,9.0,2383
8471,669602,5.0,4878
8473,1142751,10.0,4421
8474,1084596,4.0,335
8475,922488,6.0,311
8476,419310,9.0,990
8477,969170,6.0,1545
8478,729012,8.0,2422
8479,576046,8.0,1489
8480,1020768,7.0,652
8481,871551,6.0,804
8482,828841,6.0,2275
8484,724924,5.0,244
8485,965093,5.0,1853
8486,1074033,2.0,1318
8487,468355,1.0,4142
8488,744325,1.0,821
8489,972660,3.0,2510
8490,1116477,1.0,2902
8491,1050540,2.0,898
8492,1140491,5.0,715
8493,489749,1.0,2337
8494,788486,2.0,2675
8495,713877,6.0,3039
8496,1110302,9.0,1948
8497,1102662,2.0,3243
8498,705218,9.0,2422
8500,658533,4.0,2152
8501,846721,8.0,504
8502,1084883,2.0,960
8503,679091,6.0,3993
8505,920601,6.0,4084
8506,457778,10.0,2181
8507,642531,1.0,444
8508,660695,8.0,1770
8509,775683,8.0,3101
8510,860120,4.0,3391
8511,858876,5.0,167
8512,735128,1.0,315
8513,796126,9.0,3602
8514,788337,3.0,3005
8515,799509,8.0,3205
8516,562616,8.0,484
8518,693692,4.0,4085
8519,437519,1.0,1111
8520,820695,4.0,424
8522,478642,9.0,482
8523,723581,7.0,3609
8525,795425,1.0,2680
8526,963614,8.0,3092
8527,1077518,4.0,556
8528,578786,7.0,2071
8529,885387,9.0,4818
8530,1063869,5.0,4325
8531,373038,2.0,817
8532,816844,4.0,2944
8534,1129732,8.0,2249
8535,888571,2.0,3511
8536,526752,6.0,1761
8537,366994,10.0,4877
8538,787467,2.0,1107
8539,857754,2.0,3367
8541,836187,3.0,231
8542,678571,4.0,4225
8543,428401,1.0,2093
8544,438720,5.0,3814
8545,674836,8.0,1198
8546,902139,2.0,2599
8547,966607,8.0,4424
8548,1023196,5.0,703
8549,972559,1.0,1901
8551,1064086,3.0,3706
8552,868109,1.0,4255
8553,1143069,7.0,2446
8556,942831,6.0,4863
8557,989925,6.0,4819
8558,709529,9.0,1811
8559,1147086,3.0,3374
8560,961889,4.0,1154
8561,601681,3.0,1348
8562,443874,5.0,2294
8563,413262,2.0,3981
8564,969272,10.0,505
8565,619580,2.0,4268
8566,391862,7.0,3696
8567,965203,4.0,4232
8568,911541,3.0,1408
8569,950640,9.0,1555
8570,939341,3.0,2467
8572,1099541,7.0,3002
8573,1082932,2.0,4028
8574,929397,5.0,2176
8576,539745,10.0,1056
8577,371743,2.0,4197
8578,854757,8.0,470
8579,773379,6.0,1168
8580,721450,5.0,3086
8581,387840,1.0,2720
8582,607811,7.0,3644
8583,1103996,3.0,2722
8584,496777,1.0,3440
8585,1132432,4.0,3274
8586,575375,3.0,2387
8587,701469,6.0,4480
8588,888101,5.0,299
8589,940691,1.0,882
8590,569599,5.0,722
8593,1099789,2.0,1333
8594,533099,7.0,1158
8596,467766,7.0,688
8597,969208,4.0,1996
8598,1105013,8.0,3324
8599,935947,7.0,2507
8600,634930,10.0,2543
8601,641557,4.0,2898
8602,604108,7.0,3094
8603,704866,3.0,1227
8604,446043,10.0,4433
8605,794631,4.0,1252
8606,1145832,9.0,3495
8607,587504,3.0,4953
8608,915637,4.0,1072
8609,988008,3.0,2363
8610,895169,7.0,2872
8611,438851,10.0,1397
8613,939345,6.0,3074
8614,1065312,6.0,1526
8617,552091,10.0,1464
8618,861965,7.0,3514
8619,1094836,9.0,4048
8620,568768,8.0,1611
8621,687828,4.0,1481
8622,674548,8.0,2335
8623,611241,2.0,770
8624,749824,3.0,3943
8625,635732,9.0,496
8626,871765,1.0,4460
8629,356069,9.0,945
8630,640589,1.0,1855
8631,804118,7.0,1385
8632,491515,6.0,4956
8633,965888,1.0,1903
8634,937665,7.0,346
8635,917433,1.0,3239
8636,565161,8.0,1997
8637,715310,9.0,4440
8638,1108322,1.0,820
8639,592270,6.0,4988
8640,805699,1.0,4236
8641,659012,2.0,2913
8642,1052559,6.0,3517
8643,733712,9.0,4989
8644,1036469,5.0,1935
8645,1000208,1.0,2490
8646,867278,1.0,1316
8647,553282,2.0,2101
8648,1149751,5.0,2534
8649,573205,9.0,3789
8650,802667,5.0,1176
8651,659123,4.0,1541
8652,971137,8.0,1155
8653,1123775,1.0,4103
8654,645360,9.0,2038
8655,1097714,10.0,922
8656,1140451,4.0,611
8657,470073,6.0,3721
8658,893006,4.0,1593
8660,1050807,7.0,3328
8661,990669,6.0,583
8662,1003081,1.0,4013
8663,789541,8.0,4570
8664,876992,3.0,2886
8665,720276,9.0,3083
8666,1074414,10.0,2136
8667,503404,10.0,1941
8668,919363,7.0,3794
8669,461848,6.0,3008
8671,1136969,4.0,2759
8672,1032305,5.0,2430
8673,972155,2.0,830
8674,1149726,1.0,3618
8675,475806,1.0,1148
8677,725285,3.0,1892
8678,1114242,6.0,4375
8679,458678,1.0,4215
8680,459346,9.0,851
8681,494203,9.0,1088
8682,898417,6.0,3216
8683,917102,9.0,3402
8684,890984,5.0,1816
8685,1093750,10.0,3684
8686,404002,3.0,4988
8687,1140806,2.0,1924
8689,550053,6.0,2717
8690,394520,3.0,2873
8691,1038994,9.0,567
8692,1069398,3.0,1743
8693,891798,3.0,2459
8694,912914,2.0,1040
8695,738676,1.0,2041
8696,455421,4.0,2763
8697,907964,2.0,539
8698,716712,5.0,424
8699,1127784,4.0,4683
8700,849165,1.0,3844
8701,636713,6.0,2573
8702,1098280,2.0,1019
8703,680382,8.0,3862
8704,1047356,3.0,4118
8705,656184,9.0,323
8706,1054603,6.0,1578
8707,665016,7.0,3947
8708,508351,7.0,1822
8709,626271,2.0,1198
8710,947920,6.0,483
8711,477531,7.0,4370
8712,468354,2.0,420
8713,382729,4.0,3867
8715,507659,1.0,3457
8716,835529,4.0,3068
8717,419106,9.0,1222
8718,891576,2.0,1795
8719,799127,9.0,3724
8721,731696,4.0,495
8722,1091551,6.0,2505
8724,479716,2.0,3411
8725,1059221,1.0,1271
8726,1120600,9.0,3018
8727,533622,8.0,4152
8728,660823,9.0,2586
8730,963714,2.0,2398
8731,394933,10.0,1569
8732,367529,10.0,4630
8733,997360,6.0,1972
8734,417155,6.0,2598
8735,490476,7.0,4223
8736,897411,3.0,4453
8737,928529,10.0,2300
8738,841225,2.0,2911
8739,787878,9.0,1809
8740,552607,1.0,1084
8741,686371,3.0,2051
8742,735919,9.0,1671
8743,536531,10.0,3840
8744,562502,9.0,4718
8745,641109,7.0,2368
8746,681708,2.0,436
8747,1087323,4.0,3738
8748,1112461,4.0,1523
8749,468422,4.0,2426
8750,515175,1.0,4830
8751,542131,2.0,3753
8752,918055,6.0,3363
8753,824243,2.0,4540
8754,1103382,9.0,4692
8755,1038560,1.0,4895
